Timestamp: 2024-01-03T05:53:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:02:00Z, Latitude: 37.706345, Longitude: -121.796883, Barometric Pressure: 99, Engine Load: 0.165, Intake Temp: 22, MAF: 33.6, Engine Speed: 2073.25, Throttle Position: 0.2784313725490196, Travelled Distance: 52248.5, Speed: 49
Timestamp: 2024-03-16T01:03:00Z, Latitude: 37.701393, Longitude: -121.802292, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52248.5, Speed: 65
Timestamp: 2024-03-16T01:04:00Z, Latitude: 37.70126, Longitude: -121.830574, Barometric Pressure: 100, Engine Load: 0.149, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52251.2, Speed: 97
Timestamp: 2024-03-16T01:05:00Z, Latitude: 37.70134, Longitude: -121.840164, Barometric Pressure: 100, Engine Load: 0.31, Intake Temp: 23, MAF: 5.18, Engine Speed: 1944.5, Throttle Position: 0.16470588235294117, Travelled Distance: 52252.8, Speed: 100
Timestamp: 2024-03-16T01:06:00Z, Latitude: 37.701492, Longitude: -121.860924, Barometric Pressure: None, Engine Load: None, Intake Temp: 23, MAF: 19.98, Engine Speed: 2213.25, Throttle Position: 0.25098039215686274, Travelled Distance: 52254.7, Speed: 115
Timestamp: 2024-03-16T01:07:00Z, Latitude: 37.701775, Longitude: -121.890556, Barometric Pressure: 100, Engine Load: 0.384, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52256.4, Speed: 107
Timestamp: 2024-03-16T01:08:00Z, Latitude: 37.701878, Longitude: -121.900375, Barometric Pressure: 100, Engine Load: 0.337, Intake Temp: 25, MAF: 8.95, Engine Speed: 1964.75, Throttle Position: 0.1843137254901961, Travelled Distance: 52258.1, Speed: 102
Timestamp: 2024-03-16T01:09:00Z, Latitude: 37.701714, Longitude: -121.919891, Barometric Pressure: 100, Engine Load: 0.278, Intake Temp: 25, MAF: 10.12, Engine Speed: 2152.25, Throttle Position: 0.1607843137254902, Travelled Distance: 52259.9, Speed: 111
Timestamp: 2024-03-16T01:10:00Z, Latitude: 37.698563, Longitude: -121.952553, Barometric Pressure: 99, Engine Load: 0.537, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52261.8, Speed: 114
Timestamp: 2024-03-16T01:15:00Z, Latitude: 37.696247, Longitude: -122.044533, Barometric Pressure: None, Engine Load: None, Intake Temp: 27, MAF: 31.28, Engine Speed: 2356.25, Throttle Position: 0.2784313725490196, Travelled Distance: None, Speed: 121
Timestamp: 2024-03-16T01:16:00Z, Latitude: 37.69101, Longitude: -122.072189, Barometric Pressure: 100, Engine Load: 0.357, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52272.8, Speed: 107
Timestamp: 2024-03-16T01:17:00Z, Latitude: 37.690937, Longitude: -122.082748, Barometric Pressure: 100, Engine Load: 0.22, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52272.8, Speed: 107
Timestamp: 2024-03-16T01:18:00Z, Latitude: 37.693378, Longitude: -122.102211, Barometric Pressure: 100, Engine Load: 0.071, Intake Temp: 28, MAF: 14.51, Engine Speed: 2089, Throttle Position: 0.20784313725490197, Travelled Distance: 52276.4, Speed: 108
Timestamp: 2024-03-16T01:19:00Z, Latitude: 37.711044, Longitude: -122.126389, Barometric Pressure: 101, Engine Load: 0.231, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52278.4, Speed: 122
Timestamp: 2024-03-16T01:20:00Z, Latitude: 37.718021, Longitude: -122.132896, Barometric Pressure: None, Engine Load: None, Intake Temp: 28, MAF: 32.85, Engine Speed: 2201.5, Throttle Position: 0.3803921568627451, Travelled Distance: 52280.3, Speed: 116
Timestamp: 2024-03-16T01:21:00Z, Latitude: 37.735027, Longitude: -122.139824, Barometric Pressure: None, Engine Load: None, Intake Temp: 28, MAF: 42.17, Engine Speed: 2360.75, Throttle Position: 0.39215686274509803, Travelled Distance: None, Speed: 121
Timestamp: 2024-03-16T01:24:00Z, Latitude: 37.78302, Longitude: -122.17675, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:25:00Z, Latitude: 37.784355, Longitude: -122.18824, Barometric Pressure: 100, Engine Load: 0.388, Intake Temp: 28, MAF: 21.28, Engine Speed: 2389.75, Throttle Position: 0.21568627450980393, Travelled Distance: 52290, Speed: 125
Timestamp: 2024-03-16T01:26:00Z, Latitude: 37.794304, Longitude: -122.205734, Barometric Pressure: 100, Engine Load: 0.067, Intake Temp: 28, MAF: 19.82, Engine Speed: 2021, Throttle Position: 0.23137254901960785, Travelled Distance: 52292, Speed: 106
Timestamp: 2024-03-16T01:28:00Z, Latitude: 37.809437, Longitude: -122.245232, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:30:00Z, Latitude: 37.826378, Longitude: -122.276955, Barometric Pressure: 101, Engine Load: 0.071, Intake Temp: 29, MAF: 22.65, Engine Speed: 1914, Throttle Position: 0.26666666666666666, Travelled Distance: 52299.3, Speed: 98
Timestamp: 2024-03-16T01:31:00Z, Latitude: 37.8279, Longitude: -122.294868, Barometric Pressure: 101, Engine Load: 0.137, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52299.3, Speed: 94
Timestamp: 2024-03-16T01:32:00Z, Latitude: 37.825428, Longitude: -122.305367, Barometric Pressure: 101, Engine Load: 0.271, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52301.2, Speed: 16
Timestamp: 2024-03-16T01:33:00Z, Latitude: 37.82513, Longitude: -122.307884, Barometric Pressure: None, Engine Load: None, Intake Temp: 33, MAF: 12.92, Engine Speed: 1783.5, Throttle Position: 0.20784313725490197, Travelled Distance: None, Speed: 13
Timestamp: 2024-03-16T01:34:00Z, Latitude: 37.824978, Longitude: -122.309616, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:35:00Z, Latitude: 37.824982, Longitude: -122.310219, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:36:00Z, Latitude: 37.824966, Longitude: -122.311569, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:37:00Z, Latitude: 37.824966, Longitude: -122.311745, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:38:00Z, Latitude: 37.824959, Longitude: -122.311989, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:39:00Z, Latitude: 37.824966, Longitude: -122.312263, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:40:00Z, Latitude: 37.824955, Longitude: -122.312431, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:44:00Z, Latitude: 37.824776, Longitude: -122.314117, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:45:00Z, Latitude: 37.824749, Longitude: -122.31424, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:46:00Z, Latitude: 37.824699, Longitude: -122.314552, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:47:00Z, Latitude: 37.824421, Longitude: -122.315842, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:48:00Z, Latitude: 37.824383, Longitude: -122.316093, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:49:00Z, Latitude: 37.824253, Longitude: -122.316803, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T01:51:00Z, Latitude: 37.822376, Longitude: -122.325516, Barometric Pressure: 101, Engine Load: 0.263, Intake Temp: 62, MAF: 3.2, Engine Speed: 980.25, Throttle Position: 0.14901960784313725, Travelled Distance: 52302.7, Speed: 38
Timestamp: 2024-03-16T01:52:00Z, Latitude: 37.822189, Longitude: -122.328018, Barometric Pressure: 101, Engine Load: 0.173, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52303.2, Speed: 37
Timestamp: 2024-03-16T01:53:00Z, Latitude: 37.821529, Longitude: -122.334045, Barometric Pressure: 101, Engine Load: 0.122, Intake Temp: 56, MAF: 16.65, Engine Speed: 1569.5, Throttle Position: 0.30980392156862746, Travelled Distance: 52303.8, Speed: 31
Timestamp: 2024-03-16T01:54:00Z, Latitude: 37.82032, Longitude: -122.342255, Barometric Pressure: 101, Engine Load: 0.341, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52303.8, Speed: 51
Timestamp: 2024-03-16T01:55:00Z, Latitude: 37.818405, Longitude: -122.353058, Barometric Pressure: None, Engine Load: None, Intake Temp: 47, MAF: 3.67, Engine Speed: 1253, Throttle Position: 0.15294117647058825, Travelled Distance: None, Speed: 67
Timestamp: 2024-03-16T01:56:00Z, Latitude: 37.814045, Longitude: -122.361061, Barometric Pressure: 100, Engine Load: 0.11, Intake Temp: 45, MAF: 2.89, Engine Speed: 1082, Throttle Position: 0.15294117647058825, Travelled Distance: 52306.3, Speed: 36
Timestamp: 2024-03-16T01:57:00Z, Latitude: 37.805702, Longitude: -122.369865, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52307.2, Speed: 64
Timestamp: 2024-03-16T01:58:00Z, Latitude: 37.802418, Longitude: -122.373383, Barometric Pressure: 100, Engine Load: 0.271, Intake Temp: 40, MAF: 16.03, Engine Speed: 1226.5, Throttle Position: 0.2784313725490196, Travelled Distance: 52308.1, Speed: 49
Timestamp: 2024-03-16T01:59:00Z, Latitude: 37.796028, Longitude: -122.380219, Barometric Pressure: 100, Engine Load: 0.114, Intake Temp: 38, MAF: 17.1, Engine Speed: 1445.25, Throttle Position: 0.28627450980392155, Travelled Distance: 52309.2, Speed: 67
Timestamp: 2024-03-16T02:00:00Z, Latitude: 37.789761, Longitude: -122.386955, Barometric Pressure: 100, Engine Load: 0.078, Intake Temp: 40, MAF: 3.32, Engine Speed: 1389.75, Throttle Position: 0.1568627450980392, Travelled Distance: 52309.9, Speed: 34
Timestamp: 2024-03-16T02:01:00Z, Latitude: 37.785789, Longitude: -122.395164, Barometric Pressure: 101, Engine Load: 0.098, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52309.9, Speed: 75
Timestamp: 2024-03-16T02:02:00Z, Latitude: 37.788677, Longitude: -122.395844, Barometric Pressure: None, Engine Load: None, Intake Temp: 38, MAF: 3.46, Engine Speed: 705.25, Throttle Position: 0.15294117647058825, Travelled Distance: None, Speed: 0
Timestamp: 2024-03-16T02:03:00Z, Latitude: 37.786724, Longitude: -122.398369, Barometric Pressure: None, Engine Load: None, Intake Temp: 38, MAF: 3.54, Engine Speed: 1172.5, Throttle Position: 0.15294117647058825, Travelled Distance: None, Speed: 32
Timestamp: 2024-03-16T02:04:00Z, Latitude: 37.786144, Longitude: -122.398781, Barometric Pressure: None, Engine Load: None, Intake Temp: 39, MAF: 2.71, Engine Speed: 957.75, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 17
Timestamp: 2024-03-16T02:05:00Z, Latitude: 37.785248, Longitude: -122.400223, Barometric Pressure: None, Engine Load: None, Intake Temp: 40, MAF: 2.45, Engine Speed: 1413.25, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 22
Timestamp: 2024-03-16T02:06:00Z, Latitude: 37.78587, Longitude: -122.40155, Barometric Pressure: None, Engine Load: None, Intake Temp: 42, MAF: 2.75, Engine Speed: 1091.25, Throttle Position: 0.14901960784313725, Travelled Distance: None, Speed: 20
Timestamp: 2024-03-16T02:07:00Z, Latitude: 37.786182, Longitude: -122.401848, Barometric Pressure: 101, Engine Load: 0.286, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52311.8, Speed: 0
Timestamp: 2024-03-16T02:08:00Z, Latitude: 37.786709, Longitude: -122.402512, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52311.8, Speed: 0
Timestamp: 2024-03-16T02:09:00Z, Latitude: 37.78788, Longitude: -122.403893, Barometric Pressure: 101, Engine Load: 0.192, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52312, Speed: 29
Timestamp: 2024-03-16T02:10:00Z, Latitude: 37.787613, Longitude: -122.406158, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T04:01:00Z, Latitude: 37.791497, Longitude: -122.411663, Barometric Pressure: 101, Engine Load: 0.29, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52312.7, Speed: 0
Timestamp: 2024-03-16T04:02:00Z, Latitude: 37.787502, Longitude: -122.408249, Barometric Pressure: 101, Engine Load: 0.227, Intake Temp: 42, MAF: 12.25, Engine Speed: 1353, Throttle Position: 0.17254901960784313, Travelled Distance: 52313, Speed: 29
Timestamp: 2024-03-16T04:03:00Z, Latitude: 37.788403, Longitude: -122.407326, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T04:04:00Z, Latitude: 37.788803, Longitude: -122.404305, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-16T04:05:00Z, Latitude: 37.788795, Longitude: -122.404205, Barometric Pressure: 101, Engine Load: 0.282, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52313.4, Speed: 3
Timestamp: 2024-03-16T04:06:00Z, Latitude: 37.788719, Longitude: -122.402122, Barometric Pressure: 101, Engine Load: 0.161, Intake Temp: 41, MAF: 11.48, Engine Speed: 1067.75, Throttle Position: 0.24313725490196078, Travelled Distance: 52313.7, Speed: 19
Timestamp: 2024-03-16T04:07:00Z, Latitude: 37.788891, Longitude: -122.399002, Barometric Pressure: None, Engine Load: None, Intake Temp: 40, MAF: 2.7, Engine Speed: 948.25, Throttle Position: 0.14901960784313725, Travelled Distance: 52313.9, Speed: 25
Timestamp: 2024-03-16T04:08:00Z, Latitude: 37.789368, Longitude: -122.398392, Barometric Pressure: 101, Engine Load: 0.145, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52314, Speed: 18
Timestamp: 2024-03-16T04:09:00Z, Latitude: 37.789181, Longitude: -122.3974, Barometric Pressure: 101, Engine Load: 0.212, Intake Temp: 39, MAF: 3.03, Engine Speed: 1110, Throttle Position: 0.14901960784313725, Travelled Distance: 52314.3, Speed: 25
Timestamp: 2024-03-16T04:10:00Z, Latitude: 37.787014, Longitude: -122.394234, Barometric Pressure: 101, Engine Load: 0.584, Intake Temp: 39, MAF: 16.01, Engine Speed: 1607, Throttle Position: 0.23137254901960785, Travelled Distance: 52314.7, Speed: 31
Timestamp: 2024-03-16T04:12:00Z, Latitude: 37.799137, Longitude: -122.376755, Barometric Pressure: None, Engine Load: None, Intake Temp: 33, MAF: 17.46, Engine Speed: 1611.5, Throttle Position: 0.25098039215686274, Travelled Distance: None, Speed: 84
Timestamp: 2024-03-16T04:14:00Z, Latitude: 37.818775, Longitude: -122.349586, Barometric Pressure: None, Engine Load: None, Intake Temp: 32, MAF: 5.07, Engine Speed: 1801.5, Throttle Position: 0.16470588235294117, Travelled Distance: 52320.7, Speed: 97
Timestamp: 2024-03-16T04:15:00Z, Latitude: 37.821514, Longitude: -122.331459, Barometric Pressure: None, Engine Load: None, Intake Temp: 29, MAF: 25.9, Engine Speed: 2003, Throttle Position: 0.3058823529411765, Travelled Distance: None, Speed: 104
Timestamp: 2024-03-16T04:16:00Z, Latitude: 37.823963, Longitude: -122.312775, Barometric Pressure: None, Engine Load: None, Intake Temp: 25, MAF: 78.53, Engine Speed: 2866.25, Throttle Position: 0.34901960784313724, Travelled Distance: None, Speed: 105
Timestamp: 2024-03-16T04:17:00Z, Latitude: 37.827484, Longitude: -122.293678, Barometric Pressure: 101, Engine Load: 0.247, Intake Temp: 26, MAF: 23.31, Engine Speed: 1781.25, Throttle Position: 0.27058823529411763, Travelled Distance: 52325.7, Speed: 92
Timestamp: 2024-03-16T04:18:00Z, Latitude: 37.826355, Longitude: -122.277443, Barometric Pressure: 101, Engine Load: 0.098, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52325.7, Speed: 80
Timestamp: 2024-03-16T04:19:00Z, Latitude: 37.82304, Longitude: -122.262932, Barometric Pressure: 101, Engine Load: 0.067, Intake Temp: 24, MAF: 90.51, Engine Speed: 2985, Throttle Position: 0.42745098039215684, Travelled Distance: 52328.6, Speed: 103
Timestamp: 2024-03-16T04:20:00Z, Latitude: 37.811668, Longitude: -122.250237, Barometric Pressure: None, Engine Load: None, Intake Temp: 26, MAF: 33.75, Engine Speed: 1969.5, Throttle Position: 0.3607843137254902, Travelled Distance: None, Speed: 101
Timestamp: 2024-03-16T04:21:00Z, Latitude: 37.80471, Longitude: -122.234146, Barometric Pressure: None, Engine Load: None, Intake Temp: 24, MAF: 5.03, Engine Speed: 1889, Throttle Position: 0.20392156862745098, Travelled Distance: None, Speed: 102
Timestamp: 2024-03-16T04:22:00Z, Latitude: 37.794876, Longitude: -122.207077, Barometric Pressure: 100, Engine Load: 0.067, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52333.7, Speed: 119
Timestamp: 2024-03-16T04:23:00Z, Latitude: 37.788441, Longitude: -122.199287, Barometric Pressure: 100, Engine Load: 0.345, Intake Temp: 24, MAF: 42.29, Engine Speed: 2114.75, Throttle Position: 0.3764705882352941, Travelled Distance: 52335.6, Speed: 109
Timestamp: 2024-03-16T04:24:00Z, Latitude: 37.778435, Longitude: -122.168816, Barometric Pressure: 100, Engine Load: 0.22, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52337.6, Speed: 118
Timestamp: 2024-03-16T04:25:00Z, Latitude: 37.774193, Longitude: -122.160019, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52337.6, Speed: 101
Timestamp: 2024-03-16T04:26:00Z, Latitude: 37.752323, Longitude: -122.151909, Barometric Pressure: 100, Engine Load: 0.243, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52341.2, Speed: 106
Timestamp: 2024-03-16T04:27:00Z, Latitude: 37.744637, Longitude: -122.14843, Barometric Pressure: None, Engine Load: None, Intake Temp: 23, MAF: 6.04, Engine Speed: 2169.5, Throttle Position: 0.16862745098039217, Travelled Distance: None, Speed: 113
Timestamp: 2024-03-16T04:28:00Z, Latitude: 37.720665, Longitude: -122.134605, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52345.2, Speed: 124
Timestamp: 2024-03-16T04:30:00Z, Latitude: 37.701107, Longitude: -122.110092, Barometric Pressure: 100, Engine Load: 0.737, Intake Temp: 21, MAF: 33.85, Engine Speed: 2332.75, Throttle Position: 0.30980392156862746, Travelled Distance: 52349.3, Speed: 121
Timestamp: 2024-03-16T04:31:00Z, Latitude: 37.690109, Longitude: -122.094009, Barometric Pressure: 101, Engine Load: 0.157, Intake Temp: 22, MAF: 33.18, Engine Speed: 2203, Throttle Position: 0.34901960784313724, Travelled Distance: 52351.2, Speed: 114
Timestamp: 2024-03-16T04:33:00Z, Latitude: 37.69323, Longitude: -122.051506, Barometric Pressure: None, Engine Load: None, Intake Temp: 20, MAF: 43.78, Engine Speed: 2289, Throttle Position: 0.27450980392156865, Travelled Distance: None, Speed: 118
Timestamp: 2024-03-16T04:34:00Z, Latitude: 37.701862, Longitude: -122.034462, Barometric Pressure: None, Engine Load: None, Intake Temp: 19, MAF: 62.31, Engine Speed: 2356.25, Throttle Position: 0.38823529411764707, Travelled Distance: None, Speed: 122
Timestamp: 2024-03-16T04:35:00Z, Latitude: 37.703217, Longitude: -121.999054, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52358.8, Speed: 129
Timestamp: 2024-03-16T04:38:00Z, Latitude: 37.698215, Longitude: -121.944695, Barometric Pressure: 99, Engine Load: 0.071, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52363.8, Speed: 108
Timestamp: 2024-03-16T04:39:00Z, Latitude: 37.700615, Longitude: -121.923721, Barometric Pressure: 100, Engine Load: 0.071, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52365.6, Speed: 118
Timestamp: 2024-03-16T04:40:00Z, Latitude: 37.701733, Longitude: -121.913788, Barometric Pressure: 100, Engine Load: 0.349, Intake Temp: 21, MAF: 19.95, Engine Speed: 2075, Throttle Position: 0.24705882352941178, Travelled Distance: 52367.4, Speed: 107
Timestamp: 2024-03-16T04:42:00Z, Latitude: 37.701267, Longitude: -121.862572, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52370.9, Speed: 117
Timestamp: 2024-03-16T04:43:00Z, Latitude: 37.701019, Longitude: -121.840515, Barometric Pressure: 100, Engine Load: 0.345, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52372.8, Speed: 117
Timestamp: 2024-03-16T04:45:00Z, Latitude: 37.700623, Longitude: -121.80806, Barometric Pressure: 100, Engine Load: 0.286, Intake Temp: 21, MAF: 5.37, Engine Speed: 1970.25, Throttle Position: 0.16862745098039217, Travelled Distance: 52376.1, Speed: 107
Timestamp: 2024-03-16T04:46:00Z, Latitude: 37.699604, Longitude: -121.803337, Barometric Pressure: 99, Engine Load: 0.286, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52376.1, Speed: 49
Timestamp: 2024-03-16T04:47:00Z, Latitude: 37.706535, Longitude: -121.79586, Barometric Pressure: 99, Engine Load: 0.125, Intake Temp: 21, MAF: 39.53, Engine Speed: 2964, Throttle Position: 0.2823529411764706, Travelled Distance: 52377.6, Speed: 43
Timestamp: 2024-03-16T21:59:00Z, Latitude: 37.697789, Longitude: -121.788662, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-17T02:55:00Z, Latitude: 37.692784, Longitude: -121.783509, Barometric Pressure: 100, Engine Load: 0.325, Intake Temp: 21, MAF: 21.2, Engine Speed: 1751.5, Throttle Position: 0.2549019607843137, Travelled Distance: 52378.2, Speed: 3
Timestamp: 2024-03-17T02:56:00Z, Latitude: 37.69471, Longitude: -121.785911, Barometric Pressure: None, Engine Load: None, Intake Temp: 21, MAF: 3.48, Engine Speed: 1158.5, Throttle Position: 0.15294117647058825, Travelled Distance: None, Speed: 62
Timestamp: 2024-03-17T02:57:00Z, Latitude: 37.68932, Longitude: -121.780739, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52380.3, Speed: 26
Timestamp: 2024-03-17T02:58:00Z, Latitude: 37.68681, Longitude: -121.779572, Barometric Pressure: 100, Engine Load: 0.376, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52380.3, Speed: 41
Timestamp: 2024-03-17T02:59:00Z, Latitude: 37.680759, Longitude: -121.778633, Barometric Pressure: 100, Engine Load: 0.231, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52381, Speed: 48
Timestamp: 2024-03-17T03:00:00Z, Latitude: 37.679733, Longitude: -121.78141, Barometric Pressure: 100, Engine Load: 0.235, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52381.6, Speed: 0
Timestamp: 2024-03-17T03:01:00Z, Latitude: 37.679714, Longitude: -121.781418, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-17T03:02:00Z, Latitude: 37.67971, Longitude: -121.781425, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-17T03:11:00Z, Latitude: 37.679947, Longitude: -121.781586, Barometric Pressure: None, Engine Load: None, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: None, Speed: None
Timestamp: 2024-03-17T03:14:00Z, Latitude: 37.682659, Longitude: -121.790962, Barometric Pressure: None, Engine Load: None, Intake Temp: 26, MAF: 3.12, Engine Speed: 1455.25, Throttle Position: 0.16470588235294117, Travelled Distance: None, Speed: 59
Timestamp: 2024-03-17T03:15:00Z, Latitude: 37.691135, Longitude: -121.79084, Barometric Pressure: 100, Engine Load: 0.255, Intake Temp: None, MAF: None, Engine Speed: None, Throttle Position: None, Travelled Distance: 52384.4, Speed: 66
Timestamp: 2024-03-17T03:16:00Z, Latitude: 37.695492, Longitude: -121.784248, Barometric Pressure: 100, Engine Load: 0.557, Intake Temp: 25, MAF: 3.76, Engine Speed: 703.75, Throttle Position: 0.15294117647058825, Travelled Distance: 52384.8, Speed: 0
Timestamp: 2024-03-17T03:17:00Z, Latitude: 37.701931, Longitude: -121.78669, Barometric Pressure: None, Engine Load: None, Intake Temp: 22, MAF: 15.09, Engine Speed: 1335, Throttle Position: 0.28627450980392155, Travelled Distance: None, Speed: 68
Timestamp: 2024-03-17T03:19:00Z, Latitude: 37.701897, Longitude: -121.793518, Barometric Pressure: None, Engine Load: None, Intake Temp: 24, MAF: 5.96, Engine Speed: 876.5, Throttle Position: 0.17254901960784313, Travelled Distance: None, Speed: 13
